hs1	10203	10203	hsM	563	15110
hs1	629112	634816	hsM	1	16498
hs1	1656136	1656136	hsM	434	434
hs1	2652276	2652276	hsM	4422	15410
hs1	4219415	4219660	hsM	12537	12554
hs1	6005902	6005902	hsM	13412	13467
hs1	7335131	7335347	hsM	1	16506
hs1	8076331	8076331	hsM	9295	9295
hs1	8425158	8425158	hsM	15098	15104
hs1	9081260	9081265	hsM	343	15562
hs1	9553200	9553208	hsM	1	16471
hs1	13266856	13266856	hsM	987	999
hs1	14634001	14634001	hsM	11848	11914
hs1	14839538	14839538	hsM	4562	4566
hs1	15139616	15139626	hsM	3	16477
hs1	15300997	15300997	hsM	7044	7145
hs1	15302876	15302876	hsM	7042	7142
hs1	20362234	20362234	hsM	7271	7340
hs1	20644534	20644534	hsM	16487	16492
hs1	20669867	20669876	hsM	26	16430
hs1	21594531	21594717	hsM	8509	8513
hs1	21845434	21845434	hsM	6717	8579
hs1	22054916	22054916	hsM	1319	11031
hs1	23149081	23149085	hsM	3774	15584
hs1	24577400	24577475	hsM	1	16396
hs1	24707820	24707820	hsM	177	15927
hs1	25811039	25811039	hsM	7109	7109
hs1	26333005	26333119	hsM	160	14941
hs1	27057032	27057032	hsM	745	16241
hs1	27357456	27357456	hsM	13710	13809
hs1	27694520	27694520	hsM	91	179
hs1	27985896	27985896	hsM	4962	5051
hs1	29723459	29723459	hsM	5286	16399
hs1	30253024	30253024	hsM	872	2480
hs1	30312662	30312662	hsM	7816	7830
hs1	30655523	30655523	hsM	499	14327
hs1	30690749	30690749	hsM	3696	15253
hs1	30869528	30869531	hsM	1	16456
hs1	31431829	31431887	hsM	2654	16291
hs1	32567793	32567796	hsM	1	15856
hs1	32653627	32653641	hsM	1	16485
hs1	37611281	37612101	hsM	8891	14128
hs1	38558139	38558139	hsM	2772	2772
hs1	38568042	38568045	hsM	321	14376
hs1	39914496	39914501	hsM	1875	16043
hs1	42709146	42709154	hsM	1	16507
hs1	44115453	44115455	hsM	45	16413
hs1	45657280	45657280	hsM	15297	15315
hs1	45987766	45987770	hsM	836	16326
hs1	47637988	47637988	hsM	13956	14020
hs1	48194679	48194679	hsM	3569	3663
hs1	49358792	49358982	hsM	5275	8541
hs1	50485672	50485672	hsM	7130	16447
hs1	50713982	50714096	hsM	14196	16413
hs1	50756277	50756362	hsM	3676	3676
hs1	52226079	52226093	hsM	8956	8984
hs1	52978969	52979124	hsM	14860	14889
hs1	53778712	53778712	hsM	6908	6984
hs1	53782132	53782307	hsM	6908	7041
hs1	54343501	54343501	hsM	2567	9789
hs1	54624756	54625534	hsM	1572	1584
hs1	55074109	55074109	hsM	6603	12699
hs1	55720557	55720557	hsM	220	417
hs1	56399378	56399378	hsM	3113	3148
hs1	56642268	56642280	hsM	481	16031
hs1	57363934	57363934	hsM	10775	10847
hs1	57596477	57596477	hsM	10952	10997
hs1	58541619	58541620	hsM	363	14344
hs1	58925624	58925624	hsM	4787	4805
hs1	59195460	59196226	hsM	15420	15449
hs1	60745255	60745255	hsM	9772	9812
hs1	60827867	60827867	hsM	866	1108
hs1	61649441	61649704	hsM	5958	6000
hs1	61925199	61925211	hsM	2	16478
hs1	63382647	63382652	hsM	103	14443
hs1	63432393	63432554	hsM	466	536
hs1	64150142	64150238	hsM	15857	15890
hs1	64416828	64416835	hsM	219	15390
hs1	64597511	64597511	hsM	2991	10868
hs1	65235463	65235463	hsM	13415	13464
hs1	67104436	67104436	hsM	16031	16377
hs1	67178065	67178228	hsM	10175	10192
hs1	68193406	68193406	hsM	1105	11034
hs1	68963786	68963796	hsM	1	16481
hs1	69561937	69561941	hsM	206	15395
hs1	72135377	72135389	hsM	389	16459
hs1	73818838	73818939	hsM	1585	1606
hs1	74500604	74500617	hsM	429	16116
hs1	76232196	76232224	hsM	3012	3090
hs1	82576960	82576960	hsM	1011	15711
hs1	82661783	82661783	hsM	1239	16346
hs1	82678957	82678957	hsM	13979	14010
hs1	84313731	84313810	hsM	1189	1317
hs1	84986991	84986991	hsM	7340	7959
hs1	86355166	86355176	hsM	2811	2812
hs1	88856268	88856268	hsM	1746	13804
hs1	90241658	90241662	hsM	404	14747
hs1	92012851	92012851	hsM	3411	3411
hs1	92368015	92368015	hsM	8964	8964
hs1	97559423	97559471	hsM	14321	14321
hs1	97621844	97621844	hsM	2545	2568
