nu_Tend_Bleft	nuleft	chr1	634032	+	1	-1	HG002_5X
nu_Tend_Bleft	nuleft	chr1	634050	+	1	-1	HG002_5X
nu_Tend_Bleft	nuleft	chr1	634064	+	1	-1	HG002_5X
nu_Tend_Bleft	nuleft	chr1	634068	+	1	-1	HG002_5X
nu_Tend_Bleft	nuleft	chr1	634082	+	1	-1	HG002_5X
nu_Tend_Bleft	nuleft	chr1	634166	+	1	-1	HG002_5X
nu_Tstart_Bright	nuright	chr1	-1	+	1	633746	HG002_5X
nu_Tstart_Bright	nuright	chr1	-1	+	1	633909	HG002_5X
nu_Tstart_Bright	nuright	chr1	-1	+	1	633938	HG002_5X
nu_Tstart_Bright	nuright	chr1	-1	+	1	633951	HG002_5X
mt_Tstart	mtLeft	chrM	-1	+	1	8740	HG002_5X
mt_Tstart	mtLeft	chrM	-1	-	1	8755	HG002_5X
mt_Tstart	mtLeft	chrM	-1	+	1	8769	HG002_5X
mt_Tstart	mtLeft	chrM	-1	-	1	8779	HG002_5X
mt_Tstart	mtLeft	chrM	-1	+	1	8782	HG002_5X
mt_Tend	mtLeft	chrM	8859	+	1	-1	HG002_5X
mt_Tend	mtLeft	chrM	8881	+	1	-1	HG002_5X
mt_Tend	mtLeft	chrM	8895	+	1	-1	HG002_5X
mt_Tend	mtLeft	chrM	8899	+	1	-1	HG002_5X
mt_Tend	mtLeft	chrM	8913	+	1	-1	HG002_5X
mt_Tend	mtLeft	chrM	8997	+	1	-1	HG002_5X
mt_Tstart	mtRight	chrM	-1	+	1	8577	HG002_5X
mt_Tstart	mtRight	chrM	-1	+	1	8740	HG002_5X
mt_Tstart	mtRight	chrM	-1	+	1	8769	HG002_5X
mt_Tstart	mtRight	chrM	-1	+	1	8782	HG002_5X
mt_Tend	mtRight	chrM	8859	+	1	-1	HG002_5X
mt_Tend	mtRight	chrM	8899	+	1	-1	HG002_5X
mt_Tend	mtRight	chrM	8913	+	1	-1	HG002_5X
