hsM	6473	7229
hsM	8975	9345
hsM	13415	13441
hsM	6880	11732
hsM	16114	16294
hsM	9945	10167
hsM	4373	10484
hsM	2821	8329
hsM	1	16460
hsM	1593	1625
hsM	12835	12904
hsM	12361	13137
hsM	12715	14856
hsM	307	14984
hsM	2887	11603
hsM	16089	16405
hsM	1	16471
hsM	12720	14898
hsM	6629	7648
hsM	5702	6174
hsM	1337	16400
hsM	8914	13550
hsM	4456	13367
hsM	834	1673
hsM	16089	16444
hsM	1	16395
hsM	279	428
hsM	6253	6297
hsM	14958	14958
hsM	12835	12868
hsM	12720	14874
hsM	1233	15565
hsM	13105	15909
hsM	6367	14665
hsM	7165	7171
hsM	6225	6357
hsM	16175	16372
hsM	1	16474
hsM	14958	14958
hsM	3701	3701
hsM	7010	16414
hsM	4346	12181
hsM	7328	9389
hsM	13837	13870
hsM	16089	16441
hsM	1	16458
hsM	8671	8696
hsM	12835	12915
hsM	12720	14898
hsM	67	230
hsM	6626	6869
hsM	7924	7924
hsM	6853	7053
hsM	3955	16392
hsM	2994	14939
hsM	3716	4269
hsM	16089	16470
hsM	1	16479
hsM	7777	13411
hsM	12360	13172
hsM	995	10032
hsM	6225	6350
hsM	6225	6311
hsM	3946	4111
hsM	8276	8310
hsM	4234	14642
hsM	1	16487
hsM	2914	10482
hsM	12361	13134
hsM	12720	14895
hsM	7770	7780
hsM	6225	6318
hsM	2586	16366
hsM	4449	8331
hsM	2153	2153
hsM	2446	3012
hsM	1	16456
hsM	6087	6087
hsM	2927	2928
hsM	12835	12920
hsM	1189	1421
hsM	2153	2153
hsM	2975	3011
hsM	12361	13166
hsM	7005	7005
hsM	12720	14864
hsM	1421	1704
hsM	7635	7635
hsM	5515	6087
hsM	2145	2156
hsM	1167	1421
hsM	1152	1428
hsM	518	16283
hsM	4654	15602
hsM	16089	16464
hsM	1	16462
hsM	10794	10825
hsM	14958	14958
hsM	12835	12884
hsM	11615	15276
hsM	6148	6148
hsM	12715	14899
hsM	7131	8246
hsM	6224	6339
hsM	16122	16469
hsM	15115	15115
hsM	2165	2165
hsM	1	16460
hsM	6225	6330
hsM	3707	13741
hsM	5713	5713
hsM	12733	14879
hsM	13216	13463
hsM	12016	12016
hsM	6225	6313
hsM	546	8613
hsM	7151	13440
hsM	2973	10271
hsM	6356	10312
hsM	16089	16455
hsM	1	16486
hsM	12746	14897
hsM	7172	11547
hsM	11106	13430
hsM	4960	14643
hsM	771	9943
hsM	16089	16454
hsM	9221	9424
hsM	1	16475
hsM	6225	6294
hsM	14958	14958
hsM	12835	12861
hsM	1917	2843
hsM	6225	6321
hsM	3971	4142
hsM	9783	11522
hsM	1625	6202
hsM	16089	16430
hsM	1	16472
hsM	5713	5713
hsM	12835	12907
hsM	6148	6148
hsM	12715	14892
hsM	12489	13950
hsM	16089	16470
hsM	1	16473
hsM	11681	11681
hsM	14788	14788
hsM	6225	6313
hsM	585	15037
hsM	16089	16473
hsM	2340	4412
hsM	12835	12852
hsM	12361	13152
hsM	12720	14835
hsM	15421	15421
hsM	16089	16460
hsM	1	16488
hsM	3166	4410
hsM	14777	14934
hsM	9305	12378
hsM	5713	5713
hsM	14958	14958
hsM	12835	12909
hsM	14031	14031
hsM	12720	14896
hsM	4800	4805
hsM	9989	14796
hsM	6225	6337
hsM	6238	6286
hsM	14827	15703
hsM	10330	15710
hsM	5009	7951
hsM	1104	1191
hsM	16089	16378
hsM	8668	11723
hsM	3697	13794
hsM	8671	8708
hsM	12835	12918
hsM	12361	13116
hsM	2806	13783
hsM	3946	4840
hsM	2282	13273
hsM	16089	16429
hsM	1	16480
hsM	6225	6302
hsM	7026	7719
hsM	666	12037
hsM	5550	6814
hsM	16089	16460
hsM	1	16477
hsM	12720	14896
hsM	5465	5771
hsM	8012	8992
hsM	1442	4038
hsM	16089	16432
hsM	545	16030
hsM	74	16474
hsM	1593	1656
hsM	4555	14076
hsM	505	548
hsM	6846	6954
hsM	8671	8710
hsM	12835	12919
hsM	5786	12297
hsM	5875	8007
hsM	9319	9817
hsM	7460	9547
hsM	6225	6321
hsM	4059	4314
hsM	973	16262
hsM	1000	8121
hsM	5437	6734
hsM	3376	3376
hsM	1	16490
hsM	10225	12094
hsM	12720	14870
hsM	833	5009
hsM	158	13090
hsM	8091	13834
hsM	4184	7862
hsM	16089	16468
hsM	1	16457
hsM	6148	6148
hsM	12720	14868
hsM	3670	15600
hsM	9939	16092
hsM	16089	16479
hsM	1	16463
hsM	14777	14882
hsM	6148	6148
hsM	12361	13172
hsM	12720	14884
hsM	8029	16472
hsM	4506	16434
hsM	6225	6337
hsM	4017	4718
hsM	7055	7238
hsM	8835	8974
hsM	479	16425
hsM	1383	16474
hsM	2983	12302
hsM	7409	13274
hsM	1351	12729
hsM	11284	14657
hsM	16089	16469
hsM	9862	16385
hsM	9920	10015
hsM	9816	9920
hsM	14102	14167
hsM	323	325
hsM	13200	14004
hsM	1	16491
hsM	7229	9749
hsM	3621	9407
hsM	9785	13518
hsM	1983	7520
hsM	9663	15345
hsM	9362	12329
hsM	6132	6191
hsM	12835	12919
hsM	5036	9884
hsM	4096	12458
hsM	12361	13170
hsM	12720	14852
hsM	4164	11542
hsM	1700	6623
hsM	7485	13836
hsM	6225	6332
hsM	2528	9956
hsM	3985	3985
hsM	7684	8011
hsM	1990	16358
hsM	8104	12751
hsM	6366	14580
hsM	16089	16440
hsM	6431	7630
hsM	11853	13788
hsM	6148	6148
hsM	12361	13159
hsM	12720	14872
hsM	7811	15116
hsM	1965	10132
hsM	4331	5086
hsM	8952	13404
hsM	9678	9778
hsM	16192	16430
hsM	1	16470
hsM	9216	12455
hsM	12835	12917
hsM	6148	6148
hsM	12715	14901
hsM	4312	4662
hsM	8632	16381
hsM	16126	16126
hsM	1	16489
hsM	3335	3342
hsM	6148	6148
hsM	12720	14878
hsM	6225	6347
hsM	4200	9806
hsM	5520	6162
hsM	461	16018
hsM	172	11755
hsM	16089	16472
hsM	1	16481
hsM	2872	16028
hsM	1109	9091
hsM	686	3920
hsM	14776	14929
hsM	6287	15860
hsM	2630	16399
hsM	1362	3730
hsM	1491	15056
hsM	6225	6324
hsM	733	1600
hsM	5621	6148
hsM	7816	7816
hsM	11974	16040
hsM	6898	10222
hsM	16089	16366
hsM	11499	11499
hsM	999	1047
hsM	1	16485
hsM	9280	12513
hsM	12835	12901
hsM	7268	9750
hsM	4855	8137
hsM	16089	16452
hsM	14776	14919
hsM	12835	12889
hsM	3319	14095
hsM	1146	13716
hsM	5707	8025
hsM	16094	16354
hsM	1	16461
hsM	1	9983
hsM	5269	13044
hsM	9326	12341
hsM	5713	5713
hsM	12361	13174
hsM	12720	14846
hsM	5223	5334
hsM	824	16269
hsM	6265	9296
hsM	16319	16439
hsM	2140	13386
hsM	5977	5977
hsM	12361	13161
hsM	12720	14882
hsM	4638	4759
hsM	3708	10326
hsM	1260	3130
hsM	16092	16474
hsM	2319	12909
hsM	14958	14958
hsM	12719	14903
hsM	1331	14090
hsM	7595	8601
hsM	629	2801
hsM	16089	16448
hsM	4282	8337
hsM	6225	6324
hsM	8671	8691
hsM	12835	12916
hsM	4267	8876
hsM	6148	6148
hsM	12720	14893
hsM	1961	12480
hsM	6983	7027
hsM	11095	15854
hsM	6225	6332
hsM	4244	12199
hsM	4863	14905
hsM	2607	2895
hsM	16089	16481
hsM	2	16450
hsM	12720	14843
hsM	1091	15118
hsM	1	16442
hsM	14777	14926
hsM	14958	14958
hsM	12720	14894
hsM	5094	6129
hsM	9114	9240
hsM	16089	16425
hsM	9329	12357
hsM	12361	13047
hsM	12720	14903
hsM	134	13585
hsM	16089	16435
hsM	1948	15684
hsM	5713	5713
hsM	12720	14899
hsM	6225	6328
hsM	6225	6258
hsM	8857	8882
hsM	1245	10289
hsM	3493	15027
hsM	16089	16473
hsM	1	16481
hsM	3655	15927
hsM	491	16260
hsM	5733	5747
hsM	8670	8684
hsM	12654	13849
hsM	13837	13887
hsM	16089	16450
hsM	5	16478
hsM	136	2515
hsM	3756	13852
hsM	9320	12426
hsM	6148	6148
hsM	12720	14843
hsM	2400	5550
hsM	7065	7505
hsM	2949	3034
hsM	2903	2978
hsM	1	16489
hsM	6087	6165
hsM	2901	2933
hsM	6148	6148
hsM	1177	1421
hsM	2153	2170
hsM	6225	6274
hsM	1208	1214
hsM	1173	1421
hsM	15421	15421
hsM	954	11556
hsM	16089	16461
hsM	1	16447
hsM	7856	13359
hsM	14958	14958
hsM	12835	12919
hsM	12361	13167
hsM	12720	14903
hsM	10550	14852
hsM	12720	14871
hsM	7994	14958
hsM	16089	16472
hsM	1833	12647
hsM	1759	13186
hsM	1274	16482
hsM	12835	12885
hsM	12731	14878
hsM	1815	2266
hsM	11899	15473
hsM	6225	6304
hsM	16124	16457
hsM	12835	12835
hsM	6148	6148
hsM	12720	14875
hsM	6257	6350
hsM	1616	2808
hsM	1232	1266
hsM	16089	16476
hsM	1	16493
hsM	6931	10188
hsM	6148	6148
hsM	12720	14894
hsM	7288	7399
hsM	12928	14977
hsM	13811	13811
hsM	16089	16441
hsM	12835	12901
hsM	4859	9609
hsM	1961	14010
hsM	16089	16480
hsM	11499	11501
hsM	1057	1306
hsM	5713	5713
hsM	14958	14958
hsM	12715	14899
hsM	1241	5473
hsM	3376	3401
hsM	11980	15747
hsM	6922	11581
hsM	16089	16476
hsM	13216	13531
hsM	3376	3412
hsM	5670	11660
hsM	9222	12387
hsM	3376	3376
hsM	5515	5688
hsM	12835	12916
hsM	14031	14031
hsM	12720	14904
hsM	16171	16189
hsM	13459	13494
hsM	6225	6298
hsM	4418	4419
hsM	6266	6283
hsM	6235	6287
hsM	12016	12025
hsM	3025	8882
hsM	14777	14929
hsM	14958	14958
hsM	12835	12903
hsM	12374	13164
hsM	3872	14614
hsM	2119	9659
hsM	10231	14986
hsM	16089	16445
hsM	1	16490
hsM	6275	6287
hsM	8671	8677
hsM	12361	13162
hsM	12720	14903
hsM	3218	3221
hsM	6225	6317
hsM	787	1209
hsM	1	16464
hsM	5729	6391
hsM	12835	12904
hsM	12720	14902
hsM	4776	14883
hsM	16089	16467
hsM	1	16478
hsM	7203	14824
hsM	6297	6327
hsM	4522	4567
hsM	2181	11603
hsM	12361	13121
hsM	3833	14568
hsM	6225	6257
hsM	8308	9341
hsM	5795	10608
hsM	5690	11440
hsM	16089	16429
hsM	8270	10709
hsM	1	16484
hsM	4026	9659
hsM	1233	1287
hsM	1809	2976
hsM	1469	4093
hsM	8552	8747
hsM	4286	14049
hsM	2986	9789
hsM	1104	1105
hsM	1	16482
hsM	2582	8074
hsM	451	548
hsM	6225	6290
hsM	12834	12910
hsM	3574	9841
hsM	6148	6148
hsM	14031	14031
hsM	12361	13162
hsM	6225	6328
hsM	5744	15768
hsM	4714	4887
hsM	2001	12270
hsM	4321	10518
hsM	2926	8024
hsM	6846	6934
hsM	5713	5713
hsM	6232	15842
hsM	6247	6332
hsM	4022	4308
hsM	5713	5713
hsM	766	13377
hsM	3828	10545
hsM	16089	16089
hsM	322	359
hsM	1	16488
hsM	9430	12315
hsM	8671	8702
hsM	12439	12439
hsM	12720	14907
hsM	4471	4718
hsM	1989	15766
hsM	84	11960
hsM	16089	16460
hsM	14958	14958
hsM	6225	6323
hsM	2956	11306
hsM	2979	13486
hsM	2982	7973
hsM	1490	8064
hsM	13837	13873
hsM	16095	16450
hsM	11023	11023
hsM	6148	6148
hsM	12361	13176
hsM	12720	14884
hsM	707	15725
hsM	780	12516
hsM	6225	6345
hsM	3829	15591
hsM	16089	16451
hsM	12835	12918
hsM	12720	14896
hsM	16089	16445
hsM	14777	14916
hsM	9205	12397
hsM	6148	6148
hsM	14031	14031
hsM	6225	6336
hsM	2003	12165
hsM	16089	16415
hsM	1	16474
hsM	396	3581
hsM	3697	13859
hsM	8671	8679
hsM	14958	14958
hsM	12720	14831
hsM	6607	13446
hsM	1006	12714
hsM	16089	16481
hsM	1	16483
hsM	15504	15573
hsM	6148	6148
hsM	12361	13121
